name,compilation,execution,output,correctness,size,runtime,memory
Holdlamis,false,false,true,true,1415.1301,24.0458,1942.1603
Holdlamis,false,true,true,false,1943.1812,384.0308,1494.1267
Zontrax,false,true,false,true,955.3258,1409.7238,459.512
Bytecard,false,true,false,true,139.9982,187.2654,934.9658
Prodder,false,false,true,false,215.1445,328.9685,74.6871
Namfix,false,true,true,true,753.7572,1281.6709,488.7686
Holdlamis,false,true,true,false,34.2613,212.0445,1571.9014
Y-Solowarm,false,false,false,false,1160.2879,1251.051,287.7692
Tempsoft,true,false,true,false,785.5875,1460.2368,1623.9786
Ventosanzap,true,false,true,true,869.7925,586.2118,1344.713
Y-find,true,true,true,false,604.9263,1515.8497,140.2573
Greenlam,true,true,false,false,856.1284,613.6399,469.0332
Cardguard,false,true,true,true,966.0422,1943.2044,1394.8982
Gembucket,true,false,false,false,1877.2465,1797.8527,1586.2004
Pannier,true,false,true,false,185.1211,351.8983,1931.4766
Opela,false,true,true,true,39.4103,1762.4104,1461.9351
Keylex,true,false,false,true,791.9674,1943.7877,1538.0957
Bitwolf,false,true,true,true,574.2769,420.4544,1678.8668
Pannier,true,true,true,true,644.2741,803.1043,1532.8063
Domainer,false,false,false,false,477.4666,505.0089,1180.6571
Redhold,true,false,false,true,1228.4527,142.4213,824.6943
Ventosanzap,true,true,false,false,270.1323,1623.8276,1542.4231
Flowdesk,true,false,true,true,212.7625,302.93,1262.1867
Zamit,false,true,false,true,28.9706,605.4614,275.2055
Solarbreeze,true,true,true,false,1314.432,1703.0765,1446.4976
Lotstring,true,true,true,true,1906.1697,205.719,531.4035
Opela,true,true,false,true,1035.5297,488.0236,1499.1887
Cardify,false,true,false,true,941.4721,1495.2364,403.6396
Cardguard,false,false,false,false,305.9205,1836.7363,835.5244
Tres-Zap,false,false,false,false,1129.4611,703.2536,773.8774
Namfix,false,false,false,false,1070.6837,1288.1683,192.756
Treeflex,true,false,false,true,1887.9221,1614.5,1297.8874
Rank,true,false,false,true,1945.4857,13.0461,1025.89
Duobam,true,true,false,true,578.1285,1678.3862,1588.7839
Matsoft,false,true,false,false,970.4133,210.6371,1040.3543
Y-Solowarm,true,false,false,true,620.5831,1463.6566,984.2428
Otcom,false,false,false,true,1770.9735,1963.0798,56.9723
Otcom,true,true,false,false,1010.7361,1637.4563,36.906
Veribet,false,false,true,true,1735.4671,370.5893,746.7904
Matsoft,true,true,true,true,78.8401,1912.3108,65.3565
Prodder,false,true,true,false,1443.3625,96.2124,1909.2137
Bitchip,false,true,false,true,541.9657,259.9892,1203.016
Stronghold,false,true,false,false,246.5496,1349.3917,740.4106
Sonsing,true,false,false,true,275.9696,1617.4441,443.2542
Cardguard,false,false,false,false,1007.7767,1456.3001,842.9904
Span,false,true,false,true,977.0753,1969.7912,876.1516
Toughjoyfax,false,false,true,true,1766.4453,1056.874,1245.0352
Temp,false,false,false,true,1056.9872,299.3617,230.6044
Subin,true,false,true,false,1274.3325,1175.5397,1896.9338
Home Ing,true,true,false,false,890.8915,1106.4283,417.0872
Sonsing,false,true,true,false,1629.3087,645.5334,171.7783
It,false,false,true,false,757.9852,73.396,1461.0899
Solarbreeze,true,true,false,true,1243.8892,1205.097,1735.8614
Hatity,true,true,true,true,108.5301,316.7156,1145.7145
Sonair,false,true,false,true,69.909,1007.6241,165.1076
Zontrax,false,true,true,true,232.4717,1422.2986,1497.7415
Daltfresh,false,true,true,true,575.5647,1815.0762,63.169
Fix San,false,false,true,false,1970.4286,306.5356,909.2536
Biodex,true,false,false,false,793.3822,749.0044,164.4439
Subin,true,false,true,false,264.8192,1969.8385,1393.8787
Namfix,true,false,false,true,1454.4472,844.0568,197.8983
Aerified,false,false,false,true,1139.1659,1566.3549,282.2314
Wrapsafe,false,true,false,false,1168.1397,1164.8865,260.6866
Veribet,false,false,false,true,291.4991,1234.2619,1438.3793
Viva,false,false,false,true,301.3496,1314.6367,784.6931
Alphazap,true,true,false,false,1981.0725,1635.6975,1216.2163
Tampflex,true,false,false,true,559.2517,1222.0616,1336.1918
Bamity,false,true,false,false,1947.0601,213.5948,1814.4962
Flexidy,false,true,true,true,386.218,1578.6936,905.5567
